shipping_id,order_id,shipping_date,return_date,shipping_providers,delivery_status
1192,1192,2023-03-16,,Delhivery,Pending
1193,1193,2022-05-24,,DTDC,Delivered
1194,1194,2023-11-30,,Ekart,In Transit
1195,1195,2023-02-22,,India Post,Delivered
1196,1196,2022-01-12,,DTDC,In Transit
1197,1197,2022-12-23,,Amazon Logistics,In Transit
1198,1198,2023-06-27,,Ekart,Delivered
1199,1199,2023-04-09,,FedEx,In Transit
1200,1200,2023-06-23,,Amazon Logistics,Delivered
1201,1201,2023-01-16,,DTDC,Delivered
1202,1202,2022-02-25,,India Post,Delivered
1203,1203,2023-01-22,,BlueDart,Delivered
1204,1204,2023-12-02,2023-12-05,Delhivery,Returned
1205,1205,2022-05-02,,BlueDart,Delivered
1206,1206,2022-10-02,,BlueDart,In Transit
1207,1207,2023-08-10,2023-08-14,Amazon Logistics,Returned
1208,1208,2023-10-24,,DTDC,Pending
1209,1209,2023-09-28,,India Post,Delivered
1210,1210,2022-01-09,,FedEx,Delivered
1211,1211,2023-01-02,,BlueDart,Delivered
1212,1212,2022-07-11,,Amazon Logistics,Delivered
1213,1213,2023-03-22,,BlueDart,Delivered
1214,1214,2023-06-16,,Amazon Logistics,Delivered
1215,1215,2023-05-20,,Amazon Logistics,In Transit
1216,1216,2022-09-16,,Delhivery,Delivered
1217,1217,2022-11-06,2022-11-15,BlueDart,Returned
1218,1218,2023-07-08,,FedEx,Delivered
1219,1219,2023-03-28,,Ekart,Delivered
1220,1220,2022-12-31,,DTDC,Delivered
1221,1221,2023-12-29,,India Post,Delivered
1222,1222,2022-02-15,,DTDC,Delivered
1223,1223,2022-12-08,,BlueDart,Delivered
1224,1224,2022-07-27,,Amazon Logistics,Pending
1225,1225,2022-10-01,,Delhivery,Delivered
1226,1226,2023-05-25,,DTDC,In Transit
1227,1227,2022-11-30,,India Post,Cancelled
1228,1228,2023-02-16,2023-02-22,Delhivery,Returned
1229,1229,2023-02-08,,FedEx,Pending
1230,1230,2022-01-27,,DTDC,Delivered
1231,1231,2022-01-17,,Delhivery,Delivered
1232,1232,2023-11-30,,FedEx,Delivered
1233,1233,2023-09-09,,DTDC,Delivered
1234,1234,2022-10-26,,India Post,Delivered
1235,1235,2023-03-18,,Ekart,Delivered
1236,1236,2023-06-09,,Amazon Logistics,Delivered
1237,1237,2022-05-02,,FedEx,Pending
1238,1238,2022-09-14,,FedEx,Delivered
1239,1239,2023-12-29,,India Post,In Transit
1240,1240,2023-06-02,,DTDC,Delivered
1241,1241,2023-09-01,,FedEx,Delivered
1242,1242,2022-05-07,,India Post,Delivered
1243,1243,2022-07-21,,DTDC,Delivered
1244,1244,2023-09-28,2023-10-08,BlueDart,Returned
1245,1245,2023-01-27,,Ekart,Delivered
1246,1246,2023-10-13,,India Post,Delivered
1247,1247,2023-05-07,,Ekart,Delivered
1248,1248,2022-02-25,,India Post,Delivered
1249,1249,2022-10-17,,Ekart,In Transit
1250,1250,2022-09-11,,FedEx,Delivered
1251,1251,2022-01-03,,Delhivery,In Transit
1252,1252,2022-08-08,,India Post,Delivered
1253,1253,2023-09-17,,BlueDart,Delivered
1254,1254,2023-05-21,,Delhivery,Delivered
1255,1255,2022-04-15,,Delhivery,In Transit
1256,1256,2022-05-18,,Amazon Logistics,In Transit
1257,1257,2023-01-08,,Ekart,Delivered
1258,1258,2023-09-16,,BlueDart,In Transit
1259,1259,2022-08-08,,Ekart,Delivered
1260,1260,2022-04-22,,India Post,In Transit
1261,1261,2022-05-05,,Amazon Logistics,Pending
1262,1262,2023-11-05,,BlueDart,Delivered
1263,1263,2023-04-05,,India Post,Delivered
1264,1264,2023-07-18,,DTDC,Delivered
1265,1265,2023-05-04,,BlueDart,Delivered
1266,1266,2022-06-08,,Delhivery,Delivered
1267,1267,2023-07-23,2023-07-31,Delhivery,Returned
1268,1268,2023-08-02,2023-08-05,BlueDart,Returned
1269,1269,2023-04-06,,DTDC,Delivered
1270,1270,2023-03-24,,Delhivery,Delivered
1271,1271,2023-06-02,,FedEx,Delivered
1272,1272,2022-10-13,,Delhivery,Delivered
1273,1273,2023-08-04,,Ekart,Delivered
1274,1274,2023-02-15,,India Post,Delivered
1275,1275,2023-06-13,,FedEx,Delivered
1276,1276,2023-06-09,,Delhivery,Cancelled
1277,1277,2023-02-20,,India Post,Delivered
1278,1278,2022-01-06,,Ekart,Delivered
1279,1279,2023-12-19,,Ekart,Delivered
1280,1280,2023-12-30,,Amazon Logistics,Delivered
1281,1281,2022-08-17,,Delhivery,Delivered
1282,1282,2022-05-04,,FedEx,Delivered
1283,1283,2022-09-03,,DTDC,Delivered
1284,1284,2022-10-15,,Delhivery,Delivered
1285,1285,2022-02-24,,Amazon Logistics,Pending
1286,1286,2022-08-08,,Delhivery,Delivered
1287,1287,2022-12-24,,India Post,Pending
1288,1288,2022-12-03,2022-12-13,Delhivery,Returned
1289,1289,2022-10-03,,Ekart,Delivered
1290,1290,2023-09-24,,Delhivery,Pending
1291,1291,2023-10-04,,Amazon Logistics,Cancelled
1292,1292,2022-08-16,,BlueDart,Delivered
1293,1293,2022-01-18,,BlueDart,Pending
1294,1294,2023-08-23,,Ekart,In Transit
1295,1295,2023-01-28,,Ekart,Delivered
1296,1296,2023-10-08,,Amazon Logistics,Delivered
1297,1297,2023-03-31,,BlueDart,Delivered
1298,1298,2023-08-22,,Delhivery,Delivered
1299,1299,2023-04-05,,India Post,In Transit
1300,1300,2023-01-18,,Ekart,Delivered
1301,1301,2022-07-10,,India Post,Cancelled
1302,1302,2022-07-04,,Amazon Logistics,Delivered
1303,1303,2022-07-07,,Delhivery,Delivered
1304,1304,2022-06-20,,BlueDart,Cancelled
1305,1305,2023-12-08,,DTDC,Delivered
1306,1306,2022-03-19,,Delhivery,Delivered
1307,1307,2023-10-24,,BlueDart,Delivered
1308,1308,2023-06-27,,Delhivery,In Transit
1309,1309,2022-01-14,,FedEx,Delivered
1310,1310,2022-01-27,,FedEx,In Transit
1311,1311,2023-10-24,,BlueDart,Delivered
1312,1312,2022-04-01,,Ekart,Pending
1313,1313,2023-09-09,,BlueDart,Pending
1314,1314,2022-04-24,,DTDC,Cancelled
1315,1315,2023-12-27,,Ekart,Delivered
1316,1316,2023-08-05,,Delhivery,Cancelled
1317,1317,2022-11-13,,Ekart,Delivered
1318,1318,2022-03-03,,Amazon Logistics,Delivered
1319,1319,2023-07-13,,BlueDart,Cancelled
1320,1320,2022-04-18,,FedEx,Delivered
1321,1321,2023-03-06,2023-03-11,DTDC,Returned
1322,1322,2022-01-26,,India Post,Delivered
1323,1323,2022-12-31,,FedEx,Delivered
1324,1324,2023-12-05,2023-12-07,Amazon Logistics,Returned
1325,1325,2022-04-28,,India Post,Pending
1326,1326,2022-08-22,,India Post,Delivered
1327,1327,2023-09-26,,FedEx,Delivered
1328,1328,2022-03-29,,FedEx,Delivered
1329,1329,2022-07-04,,Ekart,Delivered
1330,1330,2022-07-10,,India Post,Delivered
1331,1331,2023-11-16,,BlueDart,Delivered
1332,1332,2022-10-26,,BlueDart,Delivered
1333,1333,2023-05-31,,Delhivery,Pending
1334,1334,2024-01-01,,BlueDart,Cancelled
1335,1335,2022-06-07,,India Post,Delivered
1336,1336,2022-06-05,,BlueDart,In Transit
1337,1337,2023-05-07,,Amazon Logistics,Delivered
1338,1338,2023-03-15,,FedEx,Delivered
1339,1339,2022-04-08,,Amazon Logistics,Delivered
1340,1340,2023-02-02,,DTDC,Delivered
1341,1341,2023-05-10,,Delhivery,Delivered
1342,1342,2023-10-19,,India Post,Cancelled
1343,1343,2023-11-04,,FedEx,Delivered
1344,1344,2023-07-21,,Amazon Logistics,Delivered
1345,1345,2023-07-01,,Delhivery,Delivered
1346,1346,2023-08-20,,Delhivery,Delivered
1347,1347,2023-12-13,,Amazon Logistics,Delivered
1348,1348,2022-04-03,,Amazon Logistics,Delivered
1349,1349,2022-01-23,,Amazon Logistics,Delivered
1350,1350,2022-05-22,,FedEx,Delivered
1351,1351,2022-12-28,,DTDC,Cancelled
1352,1352,2022-10-30,,Ekart,Cancelled
1353,1353,2023-07-22,,Ekart,Delivered
1354,1354,2022-08-23,,BlueDart,Delivered
1355,1355,2023-12-16,,Delhivery,Delivered
1356,1356,2022-01-29,,BlueDart,Delivered
1357,1357,2023-12-25,,FedEx,Delivered
1358,1358,2023-05-09,2023-05-11,Amazon Logistics,Returned
1359,1359,2022-02-04,,Amazon Logistics,Delivered
1360,1360,2022-09-09,,FedEx,Delivered
1361,1361,2023-03-06,,BlueDart,Delivered
1362,1362,2022-05-28,,DTDC,In Transit
1363,1363,2022-11-04,,Delhivery,In Transit
1364,1364,2023-04-03,,BlueDart,In Transit
1365,1365,2022-10-23,,BlueDart,Delivered
1366,1366,2023-10-21,,Ekart,In Transit
1367,1367,2023-06-05,,India Post,Delivered
1368,1368,2023-03-15,,Ekart,Delivered
1369,1369,2022-09-26,,India Post,Delivered
1370,1370,2023-12-31,,FedEx,Pending
1371,1371,2022-10-10,,DTDC,Delivered
1372,1372,2022-05-12,,India Post,Delivered
1373,1373,2022-03-04,,DTDC,Delivered
1374,1374,2023-07-28,,FedEx,Cancelled
1375,1375,2023-04-28,,FedEx,In Transit
1376,1376,2023-02-20,,DTDC,Delivered
1377,1377,2023-01-19,,BlueDart,Delivered
1378,1378,2022-04-25,,FedEx,Delivered
1379,1379,2022-12-14,,Delhivery,Delivered
1380,1380,2023-07-11,,Ekart,Delivered
1381,1381,2022-01-16,,FedEx,Delivered
1382,1382,2022-07-29,,India Post,Delivered
1383,1383,2022-04-02,,Delhivery,Delivered
1384,1384,2023-05-15,,Delhivery,Delivered
1385,1385,2022-11-18,,Ekart,In Transit
1386,1386,2023-02-15,,BlueDart,Delivered
1387,1387,2023-02-10,,BlueDart,Pending
1388,1388,2023-12-24,,Amazon Logistics,Delivered
1389,1389,2023-06-02,,BlueDart,Cancelled
1390,1390,2022-06-06,,Amazon Logistics,Cancelled
1391,1391,2023-05-06,,India Post,Delivered
1392,1392,2022-06-10,,DTDC,Delivered
1393,1393,2023-10-06,,BlueDart,Delivered
1394,1394,2022-08-12,,Ekart,In Transit
1395,1395,2022-06-16,,BlueDart,Delivered
1396,1396,2023-09-20,,Ekart,Pending
1397,1397,2022-12-19,,India Post,Delivered
1398,1398,2023-01-06,,DTDC,Delivered
1399,1399,2024-01-05,,Amazon Logistics,Delivered
1400,1400,2022-08-04,,Amazon Logistics,Delivered
1401,1401,2022-06-11,,DTDC,Pending
1402,1402,2022-04-11,,Ekart,Delivered
1403,1403,2022-11-17,,Ekart,Delivered
1404,1404,2023-04-14,,BlueDart,Pending
1405,1405,2022-06-19,,FedEx,Delivered
1406,1406,2023-01-02,,India Post,Delivered
1407,1407,2023-04-21,,FedEx,Pending
1408,1408,2023-04-03,,India Post,Pending
1409,1409,2023-08-09,,FedEx,Delivered
1410,1410,2022-10-24,2022-11-02,DTDC,Returned
1411,1411,2023-12-03,,BlueDart,Delivered
1412,1412,2023-10-03,,BlueDart,Delivered
1413,1413,2023-12-04,,India Post,Delivered
1414,1414,2023-12-04,,Ekart,Pending
1415,1415,2022-03-02,,Ekart,In Transit
1416,1416,2023-08-01,2023-08-04,FedEx,Returned
1417,1417,2022-10-29,,FedEx,Delivered
1418,1418,2022-03-18,2022-03-27,FedEx,Returned
1419,1419,2023-11-22,,DTDC,Delivered
1420,1420,2023-10-22,,Ekart,Delivered
1421,1421,2022-07-08,2022-07-10,BlueDart,Returned
1422,1422,2023-02-13,,DTDC,Delivered
1423,1423,2022-12-08,,Delhivery,Delivered
1424,1424,2023-09-12,,Ekart,In Transit
1425,1425,2023-05-06,,DTDC,Delivered
1426,1426,2023-07-18,,FedEx,Delivered
1427,1427,2022-08-09,,DTDC,Delivered
1428,1428,2023-09-10,,Ekart,Delivered
1429,1429,2023-01-11,,BlueDart,Pending
1430,1430,2022-08-10,2022-08-19,BlueDart,Returned
1431,1431,2023-12-05,,BlueDart,Delivered
1432,1432,2022-07-04,,India Post,Delivered
1433,1433,2023-02-24,2023-03-01,Ekart,Returned
1434,1434,2023-04-11,,BlueDart,Delivered
1435,1435,2023-11-22,,Amazon Logistics,Delivered
1436,1436,2022-03-01,,DTDC,Delivered
1437,1437,2022-11-05,,Amazon Logistics,Delivered
1438,1438,2023-03-11,,Delhivery,Delivered
1439,1439,2022-06-18,,India Post,Delivered
1440,1440,2023-12-16,,Delhivery,Cancelled
1441,1441,2023-07-30,,Amazon Logistics,Delivered
1442,1442,2023-11-17,,India Post,Delivered
1443,1443,2023-11-14,,Ekart,In Transit
1444,1444,2022-11-23,2022-11-30,Amazon Logistics,Returned
1445,1445,2022-06-05,,BlueDart,Delivered
1446,1446,2023-11-24,,DTDC,Delivered
1447,1447,2022-01-08,,Ekart,Delivered
1448,1448,2023-10-19,,BlueDart,Delivered
1449,1449,2022-08-14,,Amazon Logistics,Delivered
1450,1450,2023-07-16,,BlueDart,Delivered
1451,1451,2022-08-11,,FedEx,Pending
1452,1452,2023-11-30,,Ekart,Delivered
1453,1453,2023-01-13,2023-01-20,Amazon Logistics,Returned
1454,1454,2023-06-04,,BlueDart,In Transit
1455,1455,2023-10-30,,Delhivery,Delivered
1456,1456,2022-12-29,,India Post,Delivered
1457,1457,2022-12-13,,Delhivery,Delivered
1458,1458,2023-01-21,,Amazon Logistics,Delivered
1459,1459,2023-07-14,,Ekart,Delivered
1460,1460,2023-11-08,,BlueDart,Delivered
1461,1461,2022-10-23,,FedEx,Pending
1462,1462,2022-04-13,,Amazon Logistics,Delivered
1463,1463,2022-01-20,,Ekart,Delivered
1464,1464,2023-10-06,,Delhivery,Delivered
1465,1465,2023-04-04,,India Post,Cancelled
1466,1466,2023-11-20,,BlueDart,Delivered
1467,1467,2023-04-13,,BlueDart,Delivered
1468,1468,2023-04-28,,DTDC,Delivered
1469,1469,2023-04-22,,Amazon Logistics,In Transit
1470,1470,2023-02-12,,Amazon Logistics,Cancelled
1471,1471,2023-06-08,2023-06-15,India Post,Returned
1472,1472,2022-09-30,,Delhivery,In Transit
1473,1473,2022-01-10,,FedEx,Delivered
1474,1474,2022-01-30,,Ekart,Cancelled
1475,1475,2023-06-21,,DTDC,Delivered
1476,1476,2022-12-15,,India Post,Pending
1477,1477,2022-09-10,,Amazon Logistics,Delivered
1478,1478,2023-10-26,,Amazon Logistics,Cancelled
1479,1479,2023-08-19,,Amazon Logistics,Pending
1480,1480,2023-02-05,,India Post,Delivered
1481,1481,2022-11-26,,Amazon Logistics,Delivered
1482,1482,2022-04-13,,Ekart,Delivered
1483,1483,2023-10-10,,BlueDart,Cancelled
1484,1484,2023-10-09,,DTDC,Cancelled
1485,1485,2022-06-16,,BlueDart,Delivered
1486,1486,2022-04-09,,Amazon Logistics,Delivered
1487,1487,2023-09-02,,Delhivery,Delivered
1488,1488,2023-07-15,,BlueDart,Delivered
1489,1489,2022-01-27,,Amazon Logistics,Delivered
1490,1490,2023-04-13,,India Post,Cancelled
1491,1491,2022-07-16,2022-07-19,India Post,Returned
1492,1492,2022-11-05,,DTDC,Cancelled
1493,1493,2023-01-26,,Delhivery,In Transit
1494,1494,2022-10-13,,FedEx,Delivered
1495,1495,2023-10-20,,BlueDart,Delivered
1496,1496,2023-09-07,,Delhivery,Delivered
1497,1497,2022-10-01,,India Post,Delivered
1498,1498,2023-05-26,2023-06-03,Delhivery,Returned
1499,1499,2022-08-02,,DTDC,Delivered
1500,1500,2022-01-27,,India Post,Delivered
1501,1501,2023-10-07,,Amazon Logistics,In Transit
1502,1502,2023-01-23,,Amazon Logistics,Delivered
1503,1503,2023-04-08,,India Post,Delivered
1504,1504,2022-01-14,,DTDC,In Transit
1505,1505,2023-10-12,,Amazon Logistics,Delivered
1506,1506,2022-12-23,,Ekart,Pending
1507,1507,2023-09-11,,BlueDart,Delivered
1508,1508,2022-09-23,,Delhivery,Delivered
1509,1509,2022-02-03,,Amazon Logistics,Delivered
1510,1510,2022-06-11,,India Post,Delivered
1511,1511,2022-08-15,,DTDC,Delivered
1512,1512,2022-03-28,,DTDC,Pending
1513,1513,2022-10-04,,Ekart,Delivered
1514,1514,2022-04-10,,DTDC,Delivered
1515,1515,2022-10-31,,India Post,Cancelled
1516,1516,2023-03-24,2023-03-30,BlueDart,Returned
1517,1517,2022-09-19,,FedEx,In Transit
1518,1518,2022-10-20,,Ekart,Delivered
1519,1519,2023-08-27,,Ekart,Cancelled
1520,1520,2023-05-17,,India Post,Delivered
1521,1521,2022-10-09,,India Post,Delivered
1522,1522,2023-09-19,,Delhivery,Delivered
1523,1523,2022-12-29,,India Post,Cancelled
1524,1524,2023-04-08,,Delhivery,Pending
1525,1525,2022-09-19,,India Post,Delivered
1526,1526,2023-10-25,,FedEx,Delivered
1527,1527,2022-02-05,,Amazon Logistics,Cancelled
1528,1528,2023-03-21,,Amazon Logistics,Delivered
1529,1529,2022-03-18,,BlueDart,Delivered
1530,1530,2022-06-01,,FedEx,Delivered
1531,1531,2022-11-24,,BlueDart,In Transit
1532,1532,2022-08-11,,India Post,Cancelled
1533,1533,2022-08-28,,Delhivery,Delivered
1534,1534,2023-09-11,,India Post,Delivered
1535,1535,2023-07-30,,DTDC,Delivered
1536,1536,2023-11-22,2023-12-02,DTDC,Returned
1537,1537,2023-03-11,,Ekart,Delivered
1538,1538,2022-11-28,,Amazon Logistics,Delivered
1539,1539,2023-05-25,,BlueDart,Pending
1540,1540,2023-03-11,,Amazon Logistics,Delivered
1541,1541,2023-09-11,,BlueDart,Delivered
1542,1542,2023-08-18,,India Post,Delivered
1543,1543,2023-08-17,,Ekart,Delivered
1544,1544,2023-02-18,2023-02-24,DTDC,Returned
1545,1545,2022-02-14,,FedEx,Delivered
1546,1546,2023-05-02,,Amazon Logistics,In Transit
1547,1547,2022-10-11,,FedEx,Delivered
1548,1548,2022-03-24,,BlueDart,Delivered
1549,1549,2023-09-24,,India Post,Delivered
1550,1550,2023-04-14,,DTDC,Pending
1551,1551,2022-05-09,,India Post,Pending
1552,1552,2022-04-20,,Ekart,Delivered
1553,1553,2022-01-15,,Amazon Logistics,Pending
1554,1554,2023-12-10,,DTDC,Delivered
1555,1555,2022-04-05,2022-04-13,Ekart,Returned
1556,1556,2023-01-17,,Amazon Logistics,Pending
1557,1557,2023-12-09,,Ekart,Delivered
1558,1558,2022-02-18,,BlueDart,Pending
1559,1559,2022-03-23,,DTDC,In Transit
1560,1560,2023-01-26,,BlueDart,Delivered
1561,1561,2022-05-27,,India Post,Delivered
1562,1562,2022-11-26,,Amazon Logistics,In Transit
1563,1563,2023-03-02,,FedEx,In Transit
1564,1564,2023-06-23,,DTDC,Delivered
1565,1565,2023-11-12,,DTDC,Delivered
1566,1566,2023-05-12,,BlueDart,Delivered
1567,1567,2022-11-04,,DTDC,Delivered
1568,1568,2022-09-07,,DTDC,In Transit
1569,1569,2022-08-04,,FedEx,Delivered
1570,1570,2023-05-27,,FedEx,Delivered
1571,1571,2022-08-14,,FedEx,Delivered
1572,1572,2022-04-20,,FedEx,Cancelled
1573,1573,2023-06-30,,FedEx,In Transit
1574,1574,2022-11-20,,Delhivery,In Transit
1575,1575,2023-06-05,,DTDC,Delivered
1576,1576,2023-01-11,2023-01-17,Delhivery,Returned
1577,1577,2023-06-12,,BlueDart,Delivered
1578,1578,2022-03-16,,BlueDart,Delivered
1579,1579,2022-11-16,,DTDC,Delivered
1580,1580,2022-06-01,,Ekart,In Transit
1581,1581,2022-09-09,,Delhivery,Delivered
1582,1582,2022-02-04,,Amazon Logistics,Delivered
1583,1583,2023-01-01,2023-01-10,Amazon Logistics,Returned
1584,1584,2022-03-30,,India Post,Delivered
1585,1585,2023-02-16,,Ekart,Delivered
1586,1586,2022-02-27,,BlueDart,Delivered
1587,1587,2022-02-21,,Ekart,In Transit
1588,1588,2023-03-13,,Delhivery,Delivered
1589,1589,2022-07-03,,Ekart,Delivered
1590,1590,2023-05-25,,Delhivery,Delivered
1591,1591,2022-02-26,,BlueDart,Pending
1592,1592,2022-08-15,2022-08-19,Amazon Logistics,Returned
1593,1593,2023-08-14,,DTDC,Delivered
1594,1594,2022-04-16,2022-04-18,Delhivery,Returned
1595,1595,2023-12-19,,FedEx,Delivered
1596,1596,2022-04-16,,FedEx,Cancelled
1597,1597,2023-12-12,,Delhivery,Delivered
1598,1598,2022-07-29,,BlueDart,Delivered
1599,1599,2023-09-04,,BlueDart,Delivered
1600,1600,2022-07-14,,DTDC,Delivered
1601,1601,2022-11-10,,Ekart,Delivered
1602,1602,2022-11-22,,DTDC,Delivered
1603,1603,2022-12-12,,FedEx,Delivered
1604,1604,2022-01-17,,DTDC,Delivered
1605,1605,2022-01-27,2022-02-05,DTDC,Returned
1606,1606,2022-06-27,2022-07-01,India Post,Returned
1607,1607,2023-09-04,,DTDC,Delivered
1608,1608,2023-05-18,,FedEx,Delivered
1609,1609,2022-02-20,,BlueDart,Delivered
1610,1610,2022-10-28,,BlueDart,Delivered
1611,1611,2022-06-24,,Delhivery,Cancelled
1612,1612,2022-04-17,,FedEx,Delivered
1613,1613,2023-05-22,,DTDC,Pending
1614,1614,2022-09-24,,Ekart,Delivered
1615,1615,2023-04-20,,Delhivery,Delivered
1616,1616,2022-12-11,,BlueDart,Cancelled
1617,1617,2023-09-07,,FedEx,Delivered
1618,1618,2023-06-21,,Delhivery,Delivered
1619,1619,2023-03-02,,Ekart,In Transit
1620,1620,2022-05-27,,India Post,Delivered
1621,1621,2023-08-17,,DTDC,Pending
1622,1622,2023-01-07,,Ekart,Delivered
1623,1623,2023-01-26,,FedEx,Pending
1624,1624,2023-10-08,2023-10-13,India Post,Returned
1625,1625,2023-04-08,,Amazon Logistics,Delivered
1626,1626,2023-12-02,,India Post,Delivered
1627,1627,2023-03-09,,DTDC,Delivered
1628,1628,2022-02-17,,Ekart,In Transit
1629,1629,2023-09-23,,BlueDart,Cancelled
1630,1630,2023-08-08,,India Post,Delivered
1631,1631,2022-01-14,,Delhivery,Delivered
1632,1632,2023-12-02,,India Post,Pending
1633,1633,2023-10-05,,BlueDart,Delivered
1634,1634,2023-05-15,,FedEx,Cancelled
1635,1635,2022-01-21,,India Post,Delivered
1636,1636,2023-09-05,,BlueDart,Delivered
1637,1637,2022-01-10,,Delhivery,In Transit
1638,1638,2022-01-04,,Amazon Logistics,Delivered
1639,1639,2022-10-22,,FedEx,In Transit
1640,1640,2023-08-01,,India Post,In Transit
1641,1641,2022-05-31,,Ekart,Delivered
1642,1642,2022-03-26,,FedEx,Delivered
1643,1643,2023-01-01,,Ekart,Delivered
1644,1644,2023-03-14,2023-03-20,Delhivery,Returned
1645,1645,2022-11-10,,FedEx,Delivered
1646,1646,2023-03-26,,Amazon Logistics,Cancelled
1647,1647,2022-05-24,,Ekart,Delivered
1648,1648,2022-05-24,,Ekart,Delivered
1649,1649,2022-11-11,,Ekart,Delivered
1650,1650,2023-10-10,,FedEx,Delivered
1651,1651,2023-03-29,,BlueDart,Delivered
1652,1652,2023-12-13,,Amazon Logistics,Pending
1653,1653,2024-01-01,,Delhivery,Delivered
1654,1654,2023-04-27,,Amazon Logistics,Delivered
1655,1655,2023-07-28,,FedEx,Delivered
1656,1656,2022-05-25,,India Post,Cancelled
1657,1657,2023-08-23,,DTDC,Delivered
1658,1658,2023-07-13,2023-07-15,Delhivery,Returned
1659,1659,2022-03-01,,India Post,Delivered
1660,1660,2023-11-22,,Delhivery,Cancelled
1661,1661,2023-06-16,,Delhivery,Delivered
1662,1662,2022-10-05,,Amazon Logistics,Delivered
1663,1663,2023-09-04,,India Post,Delivered
1664,1664,2023-12-10,,FedEx,Delivered
1665,1665,2023-08-23,,India Post,In Transit
1666,1666,2022-02-27,,DTDC,Delivered
1667,1667,2023-08-03,,Delhivery,Delivered
1668,1668,2023-11-26,,Amazon Logistics,Delivered
1669,1669,2022-11-18,,Ekart,Cancelled
1670,1670,2023-10-03,,Delhivery,Delivered
1671,1671,2022-01-02,2022-01-05,Ekart,Returned
1672,1672,2023-06-20,,Ekart,Delivered
1673,1673,2023-05-05,,Delhivery,Delivered
1674,1674,2022-02-28,,FedEx,Delivered
1675,1675,2023-05-13,,India Post,Cancelled
1676,1676,2023-07-17,,BlueDart,In Transit
1677,1677,2023-11-10,,Delhivery,Delivered
1678,1678,2023-10-17,,Delhivery,Delivered
1679,1679,2023-11-07,,Ekart,Delivered
1680,1680,2023-12-20,,DTDC,Delivered
1681,1681,2022-10-26,,India Post,Delivered
1682,1682,2023-08-31,,BlueDart,In Transit
1683,1683,2023-02-08,,BlueDart,Cancelled
1684,1684,2023-04-23,,BlueDart,Delivered
1685,1685,2022-10-22,,DTDC,Delivered
1686,1686,2022-01-15,,Amazon Logistics,Delivered
1687,1687,2023-11-03,,Amazon Logistics,Delivered
1688,1688,2022-02-18,,Amazon Logistics,Pending
1689,1689,2023-04-28,,BlueDart,Delivered
1690,1690,2022-01-13,,Delhivery,Delivered
1691,1691,2023-06-01,2023-06-05,DTDC,Returned
1692,1692,2023-06-27,,DTDC,Delivered
1693,1693,2023-11-05,,Amazon Logistics,In Transit
1694,1694,2023-08-03,,BlueDart,In Transit
1695,1695,2022-05-28,,DTDC,In Transit
1696,1696,2023-02-11,,BlueDart,Delivered
1697,1697,2023-05-04,,Delhivery,Delivered
1698,1698,2023-12-29,,Delhivery,Cancelled
1699,1699,2023-06-28,,BlueDart,In Transit
1700,1700,2023-08-31,,India Post,Delivered
1701,1701,2023-09-30,,FedEx,Delivered
1702,1702,2022-02-04,,BlueDart,Delivered
1703,1703,2022-04-11,,DTDC,Delivered
1704,1704,2023-11-30,,BlueDart,In Transit
1705,1705,2022-09-03,,Amazon Logistics,In Transit
1706,1706,2023-01-31,2023-02-03,BlueDart,Returned
1707,1707,2022-03-10,,BlueDart,Delivered
1708,1708,2022-03-20,,Ekart,Delivered
1709,1709,2023-10-10,2023-10-20,Delhivery,Returned
1710,1710,2022-11-27,,India Post,Delivered
1711,1711,2022-05-20,,India Post,Delivered
1712,1712,2022-07-22,,Delhivery,Delivered
1713,1713,2022-10-24,,Ekart,In Transit
1714,1714,2023-03-23,,Ekart,Cancelled
1715,1715,2022-07-20,,DTDC,Delivered
1716,1716,2023-11-19,,DTDC,Delivered
1717,1717,2022-05-28,,Ekart,Delivered
1718,1718,2023-02-23,2023-03-04,Delhivery,Returned
1719,1719,2022-12-19,,DTDC,In Transit
1720,1720,2023-10-24,,Delhivery,Delivered
1721,1721,2022-08-04,,DTDC,Delivered
1722,1722,2023-01-04,2023-01-14,BlueDart,Returned
1723,1723,2022-03-13,,Ekart,Delivered
1724,1724,2022-03-15,,Delhivery,Delivered
1725,1725,2023-06-18,,Ekart,Delivered
1726,1726,2022-08-29,,BlueDart,Delivered
1727,1727,2022-01-27,2022-02-01,FedEx,Returned
1728,1728,2022-09-17,,Amazon Logistics,Delivered
1729,1729,2022-06-16,,India Post,Delivered
1730,1730,2023-08-15,,FedEx,Pending
1731,1731,2023-05-31,,Delhivery,Delivered
1732,1732,2023-07-18,,India Post,Delivered
1733,1733,2022-09-28,,Amazon Logistics,Delivered
1734,1734,2023-03-10,,BlueDart,Delivered
1735,1735,2022-03-05,,BlueDart,Delivered
1736,1736,2022-12-05,,Delhivery,In Transit
1737,1737,2022-03-08,,Amazon Logistics,Delivered
1738,1738,2023-08-03,,India Post,In Transit
1739,1739,2022-02-08,,FedEx,Pending
1740,1740,2023-09-06,2023-09-14,Delhivery,Returned
1741,1741,2023-07-23,,FedEx,Delivered
1742,1742,2022-02-17,,FedEx,Delivered
1743,1743,2022-08-22,,FedEx,Delivered
1744,1744,2022-11-09,,DTDC,Delivered
1745,1745,2022-03-02,,Ekart,Cancelled
1746,1746,2022-07-22,2022-07-27,India Post,Returned
1747,1747,2023-12-05,,BlueDart,Delivered
